,Position 0.0 mm,Position 1.0 mm,Position 2.0 mm,Position 3.0 mm,Position 4.0 mm,Position 5.0 mm,Position 6.0 mm,Position 7.0 mm,Position 8.0 mm,Position 9.0 mm,Position 10.0 mm,Position 11.0 mm,Position 12.0 mm,Position 13.0 mm,Position 14.0 mm,Position 15.0 mm,Position 16.0 mm,Position 17.0 mm,Position 18.0 mm,Position 19.0 mm,Position 20.0 mm,Position 21.0 mm,Position 22.0 mm,Position 23.0 mm,Position 24.0 mm,Position 25.0 mm,Position 26.0 mm
246,1000.00,930.11,860.77,792.52,725.87,661.29,599.20,539.97,483.90,431.23,382.11,336.64,294.84,256.68,222.06,190.83,162.81,137.78,115.47,95.61,77.92,62.08,47.80,34.77,22.66,11.17,0.00
247,1000.00,930.25,861.04,792.92,726.39,661.91,599.92,540.76,484.75,432.12,383.02,337.55,295.75,257.56,222.90,191.63,163.56,138.46,116.08,96.15,78.38,62.47,48.11,35.00,22.82,11.25,0.00
248,1000.00,930.39,861.31,793.32,726.90,662.53,600.63,541.55,485.60,433.00,383.93,338.47,296.65,258.44,223.75,192.43,164.30,139.14,116.69,96.69,78.85,62.86,48.42,35.23,22.97,11.33,0.00
249,1000.00,930.52,861.58,793.71,727.41,663.15,601.33,542.33,486.44,433.88,384.83,339.38,297.55,259.32,224.59,193.23,165.04,139.82,117.30,97.23,79.31,63.25,48.74,35.46,23.13,11.41,0.00
250,1000.00,930.66,861.85,794.11,727.92,663.76,602.04,543.11,487.27,434.76,385.73,340.29,298.45,260.20,225.44,194.02,165.78,140.50,117.92,97.77,79.78,63.64,49.05,35.70,23.28,11.49,0.00
251,1000.00,930.79,862.12,794.50,728.43,664.37,602.74,543.88,488.10,435.63,386.63,341.19,299.35,261.07,226.27,194.82,166.52,141.17,118.52,98.31,80.24,64.02,49.36,35.93,23.44,11.56,0.00
252,1000.00,930.92,862.38,794.88,728.93,664.98,603.43,544.65,488.93,436.50,387.52,342.09,300.24,261.94,227.11,195.61,167.26,141.85,119.13,98.84,80.70,64.41,49.67,36.16,23.59,11.64,0.00
253,1000.00,931.06,862.64,795.27,729.43,665.58,604.12,545.41,489.75,437.36,388.41,342.98,301.13,262.81,227.94,196.40,167.99,142.52,119.74,99.38,81.17,64.80,49.98,36.40,23.75,11.72,0.00
254,1000.00,931.19,862.90,795.65,729.93,666.18,604.81,546.18,490.57,438.22,389.29,343.87,302.01,263.67,228.77,197.18,168.73,143.19,120.35,99.92,81.63,65.18,50.29,36.63,23.90,11.80,0.00
255,1000.00,931.32,863.16,796.03,730.42,666.77,605.49,546.93,491.38,439.07,390.17,344.76,302.89,264.53,229.60,197.97,169.46,143.86,120.95,100.45,82.09,65.57,50.60,36.86,24.06,11.87,0.00
256,1000.00,931.45,863.42,796.41,730.91,667.36,606.17,547.69,492.19,439.93,391.04,345.65,303.77,265.39,230.42,198.75,170.19,144.53,121.55,100.99,82.55,65.96,50.91,37.09,24.21,11.95,0.00
257,1000.00,931.58,863.68,796.79,731.40,667.95,606.85,548.43,493.00,440.77,391.91,346.53,304.64,266.24,231.25,199.53,170.91,145.20,122.16,101.52,83.01,66.34,51.22,37.33,24.37,12.03,0.00
258,1000.00,931.71,863.93,797.16,731.89,668.54,607.52,549.18,493.80,441.61,392.78,347.40,305.51,267.09,232.06,200.30,171.64,145.87,122.76,102.05,83.47,66.73,51.53,37.56,24.52,12.11,0.00
259,1000.00,931.84,864.18,797.54,732.37,669.12,608.19,549.92,494.60,442.45,393.65,348.28,306.38,267.94,232.88,201.08,172.36,146.53,123.36,102.58,83.93,67.11,51.83,37.79,24.68,12.18,0.00
260,1000.00,931.96,864.43,797.91,732.85,669.70,608.86,550.66,495.39,443.29,394.50,349.14,307.24,268.79,233.70,201.85,173.08,147.20,123.96,103.11,84.39,67.50,52.14,38.02,24.83,12.26,0.00
261,1000.00,932.09,864.69,798.27,733.33,670.28,609.52,551.39,496.18,444.12,395.36,350.01,308.10,269.63,234.51,202.62,173.80,147.86,124.56,103.64,84.85,67.88,52.45,38.26,24.99,12.34,0.00
262,1000.00,932.22,864.93,798.64,733.80,670.85,610.18,552.12,496.97,444.94,396.21,350.87,308.96,270.47,235.32,203.39,174.52,148.52,125.15,104.17,85.31,68.27,52.76,38.49,25.14,12.42,0.00
263,1000.00,932.34,865.18,799.00,734.27,671.42,610.83,552.85,497.75,445.77,397.06,351.73,309.82,271.30,236.12,204.15,175.24,149.18,125.75,104.70,85.76,68.65,53.07,38.72,25.30,12.49,0.00
264,1000.00,932.47,865.43,799.37,734.74,671.98,611.48,553.57,498.53,446.59,397.90,352.58,310.67,272.14,236.92,204.92,175.95,149.84,126.35,105.23,86.22,69.03,53.38,38.95,25.45,12.57,0.00
265,1000.00,932.59,865.67,799.72,735.21,672.55,612.13,554.29,499.30,447.40,398.74,353.43,311.51,272.97,237.73,205.68,176.66,150.49,126.94,105.76,86.67,69.42,53.68,39.18,25.61,12.65,0.00
266,1000.00,932.71,865.91,800.08,735.67,673.11,612.77,555.00,500.07,448.21,399.58,354.28,312.36,273.79,238.52,206.44,177.37,151.15,127.53,106.28,87.13,69.80,53.99,39.41,25.76,12.73,0.00
267,1000.00,932.83,866.16,800.44,736.13,673.67,613.41,555.71,500.84,449.02,400.41,355.12,313.20,274.62,239.32,207.19,178.08,151.80,128.12,106.81,87.58,70.18,54.30,39.65,25.92,12.80,0.00
268,1000.00,932.96,866.40,800.79,736.59,674.22,614.05,556.42,501.60,449.82,401.24,355.97,314.03,275.44,240.11,207.95,178.79,152.45,128.71,107.33,88.04,70.56,54.61,39.88,26.07,12.88,0.00
269,1000.00,933.08,866.63,801.14,737.05,674.77,614.69,557.12,502.36,450.62,402.07,356.80,314.87,276.25,240.90,208.70,179.49,153.10,129.30,107.85,88.49,70.94,54.91,40.11,26.22,12.96,0.00
270,1000.00,933.20,866.87,801.49,737.50,675.32,615.32,557.82,503.12,451.42,402.89,357.63,315.70,277.07,241.69,209.45,180.20,153.75,129.89,108.37,88.94,71.32,55.22,40.34,26.38,13.03,0.00
271,1000.00,933.32,867.11,801.84,737.95,675.86,615.94,558.52,503.87,452.21,403.71,358.46,316.52,277.88,242.47,210.20,180.90,154.40,130.48,108.90,89.40,71.70,55.52,40.57,26.53,13.11,0.00
272,1000.00,933.44,867.34,802.19,738.40,676.41,616.57,559.21,504.62,453.00,404.52,359.29,317.35,278.69,243.26,210.94,181.60,155.04,131.06,109.42,89.85,72.08,55.83,40.80,26.69,13.19,0.00
273,1000.00,933.55,867.58,802.53,738.85,676.95,617.19,559.90,505.36,453.79,405.33,360.11,318.17,279.50,244.04,211.68,182.29,155.69,131.64,109.94,90.30,72.46,56.13,41.03,26.84,13.27,0.00
274,1000.00,933.67,867.81,802.87,739.29,677.48,617.81,560.59,506.10,454.57,406.14,360.93,318.99,280.30,244.81,212.42,182.99,156.33,132.23,110.45,90.75,72.84,56.44,41.26,26.99,13.34,0.00
275,1000.00,933.79,868.04,803.21,739.74,678.02,618.42,561.27,506.84,455.34,406.95,361.75,319.80,281.10,245.59,213.16,183.68,156.97,132.81,110.97,91.20,73.22,56.74,41.49,27.15,13.42,0.00
276,1000.00,933.90,868.27,803.55,740.17,678.55,619.03,561.95,507.57,456.12,407.75,362.56,320.61,281.90,246.36,213.90,184.37,157.61,133.39,111.49,91.64,73.59,57.05,41.72,27.30,13.50,0.00
277,1000.00,934.02,868.50,803.89,740.61,679.08,619.64,562.63,508.31,456.89,408.54,363.37,321.42,282.69,247.13,214.63,185.06,158.24,133.97,112.00,92.09,73.97,57.35,41.94,27.45,13.57,0.00
278,1000.00,934.13,868.73,804.22,741.05,679.60,620.25,563.30,509.03,457.66,409.34,364.18,322.23,283.48,247.90,215.36,185.75,158.88,134.55,112.52,92.54,74.35,57.65,42.17,27.61,13.65,0.00
279,1000.00,934.25,868.95,804.55,741.48,680.12,620.85,563.97,509.76,458.42,410.13,364.98,323.03,284.27,248.66,216.09,186.44,159.51,135.12,113.03,92.98,74.72,57.96,42.40,27.76,13.73,0.00
280,1000.00,934.36,869.18,804.88,741.91,680.64,621.45,564.64,510.48,459.18,410.91,365.78,323.83,285.06,249.42,216.82,187.12,160.15,135.70,113.54,93.43,75.10,58.26,42.63,27.91,13.80,0.00
281,1000.00,934.48,869.40,805.21,742.34,681.16,622.04,565.30,511.19,459.94,411.70,366.57,324.62,285.84,250.18,217.55,187.80,160.78,136.27,114.05,93.87,75.47,58.56,42.86,28.06,13.88,0.00
282,1000.00,934.59,869.62,805.54,742.76,681.68,622.64,565.96,511.91,460.69,412.48,367.37,325.41,286.62,250.94,218.27,188.48,161.41,136.84,114.56,94.32,75.84,58.86,43.08,28.22,13.96,0.00
283,1000.00,934.70,869.84,805.87,743.18,682.19,623.23,566.61,512.61,461.44,413.25,368.16,326.20,287.40,251.69,218.99,189.16,162.03,137.41,115.07,94.76,76.22,59.16,43.31,28.37,14.03,0.00
284,1000.00,934.81,870.06,806.19,743.61,682.70,623.81,567.27,513.32,462.19,414.03,368.94,326.99,288.17,252.44,219.71,189.84,162.66,137.98,115.58,95.20,76.59,59.46,43.54,28.52,14.11,0.00
285,1000.00,934.92,870.28,806.51,744.02,683.20,624.40,567.92,514.02,462.93,414.80,369.73,327.77,288.94,253.19,220.42,190.51,163.29,138.55,116.09,95.64,76.96,59.76,43.77,28.67,14.18,0.00
286,1000.00,935.03,870.50,806.83,744.44,683.71,624.98,568.56,514.72,463.67,415.56,370.50,328.55,289.71,253.94,221.14,191.18,163.91,139.12,116.59,96.08,77.33,60.06,43.99,28.82,14.26,0.00
287,1000.00,935.14,870.72,807.15,744.86,684.21,625.56,569.21,515.42,464.41,416.32,371.28,329.33,290.48,254.68,221.85,191.85,164.53,139.68,117.10,96.52,77.70,60.36,44.22,28.97,14.34,0.00
288,1000.00,935.25,870.93,807.47,745.27,684.71,626.13,569.85,516.11,465.14,417.08,372.05,330.11,291.24,255.42,222.56,192.52,165.15,140.25,117.60,96.96,78.07,60.66,44.44,29.13,14.41,0.00
289,1000.00,935.36,871.14,807.78,745.68,685.20,626.71,570.49,516.80,465.87,417.84,372.83,330.88,292.00,256.16,223.26,193.19,165.77,140.81,118.10,97.40,78.44,60.96,44.67,29.28,14.49,0.00
290,1000.00,935.46,871.36,808.10,746.09,685.70,627.28,571.12,517.49,466.60,418.59,373.59,331.65,292.76,256.90,223.97,193.85,166.38,141.37,118.60,97.84,78.81,61.26,44.89,29.43,14.56,0.00
291,1000.00,935.57,871.57,808.41,746.49,686.19,627.84,571.75,518.17,467.32,419.34,374.36,332.41,293.52,257.63,224.67,194.51,167.00,141.93,119.10,98.27,79.18,61.55,45.12,29.58,14.64,0.00
292,1000.00,935.68,871.78,808.72,746.90,686.68,628.41,572.38,518.85,468.04,420.09,375.12,333.17,294.27,258.36,225.37,195.17,167.61,142.49,119.60,98.71,79.55,61.85,45.34,29.73,14.71,0.00
293,1000.00,935.78,871.99,809.03,747.30,687.16,628.97,573.01,519.53,468.76,420.83,375.87,333.93,295.02,259.09,226.07,195.83,168.22,143.05,120.10,99.14,79.91,62.15,45.57,29.88,14.79,0.00
294,1000.00,935.89,872.20,809.34,747.70,687.65,629.53,573.63,520.21,469.47,421.57,376.63,334.69,295.77,259.82,226.77,196.49,168.83,143.61,120.60,99.57,80.28,62.44,45.79,30.03,14.86,0.00
295,1000.00,935.99,872.41,809.64,748.09,688.13,630.08,574.25,520.88,470.18,422.31,377.38,335.44,296.51,260.54,227.46,197.14,169.44,144.16,121.09,100.01,80.64,62.74,46.01,30.18,14.94,0.00
296,1000.00,936.10,872.61,809.95,748.49,688.61,630.64,574.86,521.55,470.89,423.05,378.13,336.19,297.25,261.26,228.15,197.80,170.05,144.71,121.59,100.44,81.01,63.03,46.24,30.33,15.01,0.00
297,1000.00,936.20,872.82,810.25,748.88,689.09,631.19,575.48,522.21,471.59,423.78,378.88,336.94,297.99,261.98,228.84,198.45,170.65,145.27,122.08,100.87,81.37,63.33,46.46,30.48,15.09,0.00
298,1000.00,936.31,873.02,810.55,749.28,689.56,631.73,576.09,522.87,472.29,424.51,379.62,337.69,298.73,262.70,229.53,199.10,171.25,145.82,122.57,101.30,81.73,63.62,46.68,30.62,15.16,0.00
299,1000.00,936.41,873.22,810.85,749.67,690.03,632.28,576.70,523.53,472.99,425.23,380.36,338.43,299.46,263.41,230.21,199.74,171.85,146.36,123.07,101.73,82.10,63.91,46.90,30.77,15.24,0.00
300,1000.00,936.51,873.43,811.15,750.05,690.50,632.82,577.30,524.19,473.69,425.95,381.09,339.17,300.19,264.12,230.90,200.39,172.45,146.91,123.56,102.15,82.46,64.21,47.12,30.92,15.31,0.00
301,1000.00,936.61,873.63,811.44,750.44,690.97,633.36,577.90,524.84,474.38,426.67,381.83,339.91,300.92,264.83,231.58,201.03,173.05,147.46,124.04,102.58,82.82,64.50,47.34,31.07,15.39,0.00
302,1000.00,936.71,873.83,811.74,750.82,691.44,633.90,578.50,525.49,475.07,427.39,382.56,340.64,301.64,265.54,232.25,201.67,173.65,148.00,124.53,103.01,83.18,64.79,47.56,31.22,15.46,0.00
303,1000.00,936.81,874.03,812.03,751.20,691.90,634.43,579.10,526.14,475.75,428.10,383.29,341.37,302.37,266.25,232.93,202.31,174.24,148.55,125.02,103.43,83.54,65.08,47.78,31.36,15.53,0.00
304,1000.00,936.91,874.22,812.32,751.58,692.36,634.97,579.69,526.78,476.44,428.81,384.01,342.10,303.09,266.95,233.60,202.95,174.84,149.09,125.50,103.85,83.90,65.37,48.00,31.51,15.61,0.00
305,1000.00,937.01,874.42,812.61,751.96,692.82,635.50,580.28,527.42,477.12,429.52,384.73,342.82,303.81,267.65,234.28,203.59,175.43,149.63,125.99,104.28,84.25,65.66,48.22,31.66,15.68,0.00
306,1000.00,937.11,874.62,812.90,752.34,693.27,636.02,580.87,528.06,477.79,430.22,385.45,343.55,304.52,268.34,234.95,204.22,176.02,150.17,126.47,104.70,84.61,65.95,48.44,31.81,15.76,0.00
307,1000.00,937.21,874.81,813.19,752.71,693.73,636.55,581.46,528.70,478.47,430.92,386.17,344.27,305.23,269.04,235.61,204.85,176.61,150.71,126.95,105.12,84.97,66.24,48.66,31.95,15.83,0.00
308,1000.00,937.31,875.01,813.48,753.09,694.18,637.07,582.04,529.33,479.14,431.62,386.88,344.98,305.94,269.73,236.28,205.48,177.19,151.24,127.43,105.54,85.32,66.53,48.88,32.10,15.90,0.00
309,1000.00,937.41,875.20,813.76,753.46,694.63,637.59,582.62,529.96,479.81,432.31,387.59,345.70,306.65,270.42,236.94,206.11,177.78,151.78,127.91,105.96,85.68,66.81,49.09,32.24,15.98,0.00
310,1000.00,937.50,875.39,814.04,753.83,695.08,638.11,583.20,530.59,480.47,433.01,388.30,346.41,307.35,271.11,237.60,206.73,178.36,152.31,128.39,106.38,86.03,67.10,49.31,32.39,16.05,0.00
311,1000.00,937.60,875.58,814.33,754.19,695.52,638.62,583.77,531.21,481.13,433.70,389.00,347.12,308.06,271.79,238.26,207.36,178.94,152.84,128.87,106.79,86.39,67.39,49.53,32.53,16.12,0.00
312,1000.00,937.70,875.77,814.61,754.56,695.96,639.13,584.34,531.83,481.79,434.38,389.70,347.82,308.76,272.48,238.92,207.98,179.52,153.37,129.34,107.21,86.74,67.67,49.74,32.68,16.19,0.00
313,1000.00,937.79,875.96,814.89,754.92,696.41,639.64,584.91,532.45,482.45,435.06,390.40,348.53,309.45,273.16,239.57,208.60,180.10,153.90,129.82,107.63,87.09,67.96,49.96,32.82,16.27,0.00
314,1000.00,937.89,876.15,815.16,755.28,696.84,640.15,585.48,533.07,483.10,435.75,391.10,349.23,310.15,273.83,240.23,209.22,180.67,154.43,130.29,108.04,87.44,68.24,50.17,32.97,16.34,0.00
315,1000.00,937.98,876.34,815.44,755.64,697.28,640.66,586.04,533.68,483.75,436.42,391.79,349.93,310.84,274.51,240.88,209.83,181.25,154.96,130.76,108.45,87.79,68.52,50.39,33.11,16.41,0.00
316,1000.00,938.07,876.52,815.72,756.00,697.72,641.16,586.61,534.29,484.40,437.10,392.48,350.62,311.53,275.18,241.52,210.45,181.82,155.48,131.23,108.86,88.14,68.81,50.60,33.26,16.48,0.00
317,1000.00,938.17,876.71,815.99,756.36,698.15,641.66,587.16,534.90,485.05,437.77,393.17,351.31,312.22,275.86,242.17,211.06,182.39,156.00,131.70,109.28,88.49,69.09,50.82,33.40,16.56,0.00
318,1000.00,938.26,876.89,816.26,756.71,698.58,642.16,587.72,535.50,485.69,438.44,393.86,352.00,312.90,276.52,242.81,211.67,182.96,156.53,132.17,109.69,88.83,69.37,51.03,33.54,16.63,0.00
319,1000.00,938.35,877.08,816.53,757.07,699.01,642.65,588.28,536.10,486.33,439.11,394.54,352.69,313.58,277.19,243.46,212.28,183.53,157.05,132.64,110.09,89.18,69.65,51.24,33.69,16.70,0.00
320,1000.00,938.45,877.26,816.80,757.42,699.43,643.15,588.83,536.70,486.97,439.77,395.22,353.38,314.26,277.85,244.10,212.89,184.10,157.57,133.10,110.50,89.53,69.93,51.46,33.83,16.77,0.00
321,1000.00,938.54,877.44,817.07,757.77,699.86,643.64,589.38,537.30,487.60,440.43,395.90,354.06,314.94,278.52,244.73,213.49,184.66,158.08,133.57,110.91,89.87,70.21,51.67,33.97,16.84,0.00
322,1000.00,938.63,877.62,817.34,758.12,700.28,644.13,589.92,537.90,488.23,441.09,396.57,354.74,315.61,279.18,245.37,214.09,185.22,158.60,134.03,111.31,90.22,70.49,51.88,34.11,16.91,0.00
323,1000.00,938.72,877.80,817.60,758.46,700.70,644.62,590.47,538.49,488.86,441.75,397.24,355.41,316.28,279.83,246.00,214.70,185.79,159.11,134.49,111.72,90.56,70.77,52.09,34.26,16.99,0.00
324,1000.00,938.81,877.98,817.87,758.81,701.12,645.10,591.01,539.08,489.49,442.40,397.91,356.09,316.95,280.49,246.63,215.29,186.35,159.63,134.96,112.12,90.90,71.05,52.30,34.40,17.06,0.00
325,1000.00,938.90,878.16,818.13,759.15,701.54,645.58,591.55,539.66,490.11,443.05,398.58,356.76,317.62,281.14,247.26,215.89,186.90,160.14,135.42,112.53,91.24,71.33,52.51,34.54,17.13,0.00
326,1000.00,938.99,878.34,818.39,759.49,701.95,646.06,592.09,540.25,490.74,443.70,399.24,357.43,318.29,281.79,247.89,216.49,187.46,160.65,135.87,112.93,91.58,71.60,52.72,34.68,17.20,0.00
327,1000.00,939.08,878.52,818.66,759.83,702.37,646.54,592.62,540.83,491.35,444.34,399.90,358.10,318.95,282.44,248.51,217.08,188.01,161.16,136.33,113.33,91.92,71.88,52.93,34.82,17.27,0.00
328,1000.00,939.17,878.69,818.92,760.17,702.78,647.02,593.15,541.41,491.97,444.99,400.56,358.76,319.61,283.09,249.14,217.67,188.57,161.67,136.79,113.73,92.26,72.15,53.14,34.96,17.34,0.00
329,1000.00,939.26,878.87,819.17,760.51,703.19,647.49,593.68,541.98,492.58,445.63,401.22,359.42,320.27,283.73,249.76,218.26,189.12,162.17,137.24,114.13,92.60,72.43,53.35,35.10,17.41,0.00
330,1000.00,939.35,879.04,819.43,760.84,703.59,647.96,594.21,542.56,493.19,446.26,401.87,360.08,320.92,284.37,250.38,218.85,189.67,162.68,137.70,114.52,92.94,72.70,53.56,35.24,17.48,0.00
331,1000.00,939.43,879.21,819.69,761.18,704.00,648.43,594.74,543.13,493.80,446.90,402.52,360.74,321.57,285.01,250.99,219.44,190.22,163.18,138.15,114.92,93.28,72.97,53.76,35.38,17.55,0.00
332,1000.00,939.52,879.39,819.94,761.51,704.40,648.90,595.26,543.70,494.41,447.53,403.17,361.39,322.22,285.65,251.61,220.02,190.76,163.68,138.60,115.32,93.61,73.25,53.97,35.52,17.62,0.00
333,1000.00,939.61,879.56,820.20,761.84,704.80,649.36,595.78,544.27,495.01,448.16,403.82,362.05,322.87,286.28,252.22,220.60,191.31,164.18,139.05,115.71,93.95,73.52,54.18,35.66,17.69,0.00
334,1000.00,939.69,879.73,820.45,762.17,705.20,649.83,596.30,544.83,495.61,448.79,404.46,362.70,323.52,286.91,252.83,221.18,191.85,164.68,139.50,116.10,94.28,73.79,54.38,35.79,17.76,0.00
335,1000.00,939.78,879.90,820.70,762.50,705.60,650.29,596.81,545.39,496.21,449.41,405.10,363.34,324.16,287.54,253.44,221.76,192.39,165.18,139.94,116.50,94.61,74.06,54.59,35.93,17.83,0.00
336,1000.00,939.86,880.07,820.95,762.82,706.00,650.75,597.33,545.95,496.81,450.03,405.74,363.99,324.80,288.17,254.05,222.34,192.93,165.67,140.39,116.89,94.95,74.33,54.79,36.07,17.90,0.00
337,1000.00,939.95,880.24,821.20,763.15,706.39,651.21,597.84,546.51,497.40,450.65,406.37,364.63,325.44,288.80,254.65,222.91,193.47,166.17,140.83,117.28,95.28,74.60,55.00,36.21,17.97,0.00
338,1000.00,940.03,880.41,821.45,763.47,706.78,651.66,598.35,547.06,497.99,451.27,407.01,365.27,326.08,289.42,255.25,223.49,194.00,166.66,141.28,117.67,95.61,74.87,55.20,36.34,18.03,0.00
339,1000.00,940.12,880.57,821.69,763.79,707.17,652.11,598.86,547.62,498.58,451.88,407.64,365.91,326.71,290.04,255.85,224.06,194.54,167.15,141.72,118.06,95.94,75.14,55.40,36.48,18.10,0.00
340,1000.00,940.20,880.74,821.94,764.11,707.56,652.56,599.36,548.17,499.16,452.50,408.27,366.54,327.34,290.66,256.45,224.63,195.07,167.64,142.16,118.44,96.27,75.40,55.61,36.62,18.17,0.00
341,1000.00,940.29,880.90,822.18,764.43,707.95,653.01,599.86,548.71,499.75,453.11,408.89,367.17,327.97,291.28,257.05,225.19,195.60,168.13,142.60,118.83,96.59,75.67,55.81,36.75,18.24,0.00
342,1000.00,940.37,881.07,822.43,764.75,708.34,653.46,600.36,549.26,500.33,453.71,409.52,367.80,328.60,291.90,257.64,225.76,196.13,168.61,143.04,119.21,96.92,75.94,56.01,36.89,18.31,0.00
343,1000.00,940.45,881.23,822.67,765.07,708.72,653.91,600.86,549.80,500.91,454.32,410.14,368.43,329.22,292.51,258.24,226.32,196.66,169.10,143.48,119.60,97.25,76.20,56.21,37.02,18.38,0.00
344,1000.00,940.53,881.40,822.91,765.38,709.10,654.35,601.36,550.34,501.48,454.92,410.76,369.06,329.85,293.12,258.83,226.89,197.19,169.58,143.91,119.98,97.57,76.47,56.41,37.16,18.44,0.00
345,1000.00,940.62,881.56,823.15,765.69,709.48,654.79,601.85,550.88,502.06,455.52,411.37,369.68,330.47,293.73,259.41,227.45,197.71,170.07,144.35,120.36,97.90,76.73,56.61,37.29,18.51,0.00
346,1000.00,940.70,881.72,823.39,766.00,709.86,655.23,602.34,551.42,502.63,456.12,411.99,370.30,331.08,294.33,260.00,228.00,198.23,170.55,144.78,120.74,98.22,76.99,56.81,37.43,18.58,0.00
347,1000.00,940.78,881.88,823.62,766.31,710.24,655.67,602.83,551.95,503.20,456.71,412.60,370.92,331.70,294.94,260.58,228.56,198.75,171.03,145.21,121.12,98.54,77.25,57.01,37.56,18.65,0.00
348,1000.00,940.86,882.04,823.86,766.62,710.61,656.10,603.32,552.48,503.77,457.31,413.21,371.53,332.31,295.54,261.17,229.11,199.27,171.51,145.64,121.50,98.87,77.52,57.21,37.69,18.71,0.00
349,1000.00,940.94,882.20,824.10,766.93,710.99,656.53,603.81,553.01,504.33,457.90,413.81,372.15,332.93,296.14,261.75,229.67,199.79,171.98,146.07,121.88,99.19,77.78,57.41,37.83,18.78,0.00
350,1000.00,941.02,882.36,824.33,767.24,711.36,656.97,604.29,553.54,504.89,458.48,414.42,372.76,333.53,296.74,262.33,230.22,200.31,172.46,146.50,122.25,99.51,78.04,57.60,37.96,18.85,0.00
351,1000.00,941.10,882.52,824.56,767.54,711.73,657.40,604.77,554.07,505.45,459.07,415.02,373.37,334.14,297.33,262.90,230.77,200.82,172.93,146.93,122.63,99.83,78.30,57.80,38.09,18.91,0.00
352,1000.00,941.18,882.68,824.80,767.84,712.10,657.82,605.25,554.59,506.01,459.65,415.62,373.97,334.75,297.93,263.48,231.32,201.34,173.40,147.35,123.00,100.14,78.56,58.00,38.23,18.98,0.00
353,1000.00,941.26,882.83,825.03,768.15,712.47,658.25,605.73,555.11,506.57,460.23,416.22,374.58,335.35,298.52,264.05,231.86,201.85,173.87,147.78,123.38,100.46,78.81,58.19,38.36,19.05,0.00
354,1000.00,941.34,882.99,825.26,768.45,712.83,658.67,606.20,555.63,507.12,460.81,416.81,375.18,335.95,299.11,264.62,232.40,202.36,174.34,148.20,123.75,100.78,79.07,58.39,38.49,19.11,0.00
355,1000.00,941.42,883.14,825.49,768.75,713.20,659.10,606.68,556.15,507.67,461.39,417.40,375.78,336.55,299.70,265.19,232.95,202.87,174.81,148.62,124.12,101.09,79.33,58.58,38.62,19.18,0.00
356,1000.00,941.49,883.30,825.72,769.04,713.56,659.52,607.15,556.66,508.22,461.96,417.99,376.38,337.14,300.28,265.75,233.49,203.37,175.28,149.04,124.49,101.41,79.58,58.78,38.75,19.24,0.00
357,1000.00,941.57,883.45,825.94,769.34,713.92,659.94,607.62,557.17,508.76,462.53,418.58,376.97,337.74,300.87,266.32,234.03,203.88,175.74,149.46,124.86,101.72,79.84,58.97,38.88,19.31,0.00
358,1000.00,941.65,883.60,826.17,769.64,714.28,660.35,608.09,557.68,509.31,463.10,419.17,377.57,338.33,301.45,266.88,234.56,204.38,176.21,149.88,125.23,102.04,80.09,59.17,39.01,19.38,0.00
359,1000.00,941.73,883.76,826.40,769.93,714.64,660.77,608.55,558.19,509.85,463.67,419.75,378.16,338.92,302.03,267.44,235.10,204.88,176.67,150.30,125.59,102.35,80.35,59.36,39.14,19.44,0.00
360,1000.00,941.80,883.91,826.62,770.22,714.99,661.18,609.02,558.70,510.39,464.24,420.33,378.75,339.50,302.60,268.00,235.63,205.38,177.13,150.72,125.96,102.66,80.60,59.55,39.27,19.51,0.00
361,1000.00,941.88,884.06,826.84,770.51,715.35,661.59,609.48,559.20,510.93,464.80,420.91,379.33,340.09,303.18,268.56,236.16,205.88,177.59,151.13,126.32,102.97,80.85,59.74,39.40,19.57,0.00
362,1000.00,941.95,884.21,827.06,770.80,715.70,662.00,609.94,559.70,511.46,465.36,421.49,379.92,340.67,303.75,269.11,236.69,206.38,178.05,151.54,126.69,103.28,81.10,59.93,39.53,19.64,0.00
363,1000.00,942.03,884.36,827.29,771.09,716.05,662.41,610.39,560.20,512.00,465.92,422.06,380.50,341.25,304.32,269.67,237.22,206.87,178.50,151.95,127.05,103.59,81.36,60.13,39.66,19.70,0.00
364,1000.00,942.10,884.51,827.51,771.38,716.40,662.82,610.85,560.70,512.53,466.47,422.64,381.08,341.83,304.89,270.22,237.74,207.37,178.96,152.37,127.41,103.89,81.61,60.32,39.78,19.76,0.00
365,1000.00,942.18,884.66,827.73,771.67,716.75,663.22,611.30,561.19,513.06,467.03,423.21,381.66,342.41,305.46,270.77,238.27,207.86,179.41,152.77,127.77,104.20,81.86,60.51,39.91,19.83,0.00
366,1000.00,942.25,884.80,827.94,771.95,717.10,663.62,611.76,561.69,513.58,467.58,423.77,382.23,342.98,306.02,271.32,238.79,208.35,179.87,153.18,128.13,104.51,82.10,60.69,40.04,19.89,0.00
367,1000.00,942.33,884.95,828.16,772.24,717.44,664.03,612.21,562.18,514.11,468.13,424.34,382.80,343.55,306.59,271.86,239.31,208.84,180.32,153.59,128.49,104.81,82.35,60.88,40.17,19.96,0.00
368,1000.00,942.40,885.10,828.38,772.52,717.79,664.42,612.65,562.67,514.63,468.68,424.90,383.38,344.13,307.15,272.41,239.83,209.33,180.77,154.00,128.84,105.12,82.60,61.07,40.29,20.02,0.00
