,Position 0.0 mm,Position 1.0 mm,Position 2.0 mm,Position 3.0 mm,Position 4.0 mm,Position 5.0 mm,Position 6.0 mm,Position 7.0 mm,Position 8.0 mm,Position 9.0 mm,Position 10.0 mm,Position 11.0 mm,Position 12.0 mm,Position 13.0 mm,Position 14.0 mm,Position 15.0 mm,Position 16.0 mm,Position 17.0 mm,Position 18.0 mm,Position 19.0 mm,Position 20.0 mm,Position 21.0 mm,Position 22.0 mm,Position 23.0 mm,Position 24.0 mm,Position 25.0 mm,Position 26.0 mm
0,1000.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0.00
1,1000.00,272.50,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,22.50,0.00
2,1000.00,393.75,90.62,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,28.12,18.75,0.00
3,1000.00,469.53,151.25,45.16,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.53,26.25,16.41,0.00
4,1000.00,522.58,204.30,67.89,33.79,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.88,28.83,24.61,14.77,0.00
5,1000.00,562.36,249.77,93.47,41.37,30.95,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.97,29.65,28.04,23.20,13.54,0.00
6,1000.00,593.62,288.84,119.52,51.79,33.32,30.24,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.99,29.90,29.33,27.23,21.99,12.57,0.00
7,1000.00,619.02,322.71,144.92,64.10,37.16,30.95,30.06,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.97,29.78,28.95,26.45,20.95,11.78,0.00
8,1000.00,640.19,352.34,169.16,77.57,42.34,32.28,30.27,30.01,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.99,29.93,29.62,28.53,25.70,20.03,11.13,0.00
9,1000.00,658.18,378.50,192.06,91.66,48.63,34.29,30.71,30.07,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.98,29.87,29.42,28.09,24.99,19.22,10.57,0.00
10,1000.00,673.72,401.81,213.57,106.00,55.81,36.98,31.44,30.21,30.02,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.99,29.96,29.78,29.20,27.65,24.32,18.50,10.09,0.00
11,1000.00,687.31,422.73,233.74,120.35,63.65,40.30,32.52,30.47,30.06,30.01,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.99,29.92,29.68,28.96,27.21,23.70,17.85,9.67,0.00
12,1000.00,699.34,441.63,252.64,134.52,71.99,44.19,33.95,30.88,30.15,30.02,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.97,29.88,29.56,28.70,26.77,23.11,17.27,9.30,0.00
13,1000.00,710.07,458.81,270.35,148.42,80.67,48.58,35.75,31.47,30.30,30.05,30.01,30.00,30.00,30.00,30.00,30.00,29.99,29.95,29.82,29.43,28.43,26.34,22.57,16.74,8.97,0.00
14,1000.00,719.74,474.51,286.98,161.96,89.59,53.40,37.89,32.25,30.53,30.10,30.01,30.00,30.00,30.00,30.00,30.00,29.98,29.93,29.76,29.28,28.16,25.92,22.05,16.25,8.67,0.00
15,1000.00,728.50,488.94,302.61,175.12,98.63,58.57,40.35,33.23,30.85,30.19,30.03,30.00,30.00,30.00,30.00,29.99,29.97,29.90,29.68,29.12,27.88,25.51,21.57,15.81,8.40,0.00
16,1000.00,736.48,502.24,317.32,187.87,107.74,64.03,43.13,34.41,31.28,30.31,30.06,30.01,30.00,30.00,30.00,29.99,29.96,29.86,29.59,28.95,27.60,25.12,21.11,15.39,8.15,0.00
17,1000.00,743.80,514.57,331.19,200.20,116.85,69.73,46.17,35.81,31.82,30.49,30.11,30.02,30.00,30.00,30.00,29.98,29.94,29.82,29.50,28.77,27.31,24.74,20.68,15.01,7.92,0.00
18,1000.00,750.54,526.03,344.29,212.11,125.91,75.62,49.47,37.40,32.49,30.73,30.19,30.04,30.01,30.00,29.99,29.98,29.92,29.77,29.40,28.59,27.03,24.37,20.28,14.66,7.72,0.00
19,1000.00,756.78,536.73,356.68,223.60,134.89,81.65,52.99,39.19,33.28,31.03,30.29,30.07,30.01,30.00,29.99,29.97,29.90,29.72,29.29,28.40,26.76,24.01,19.90,14.33,7.52,0.00
20,1000.00,762.57,546.73,368.42,234.69,143.76,87.80,56.71,41.16,34.19,31.41,30.42,30.11,30.02,30.00,29.99,29.96,29.87,29.65,29.17,28.21,26.48,23.67,19.53,14.02,7.34,0.00
21,1000.00,767.97,556.11,379.57,245.39,152.50,94.01,60.59,43.31,35.24,31.86,30.59,30.16,30.04,30.00,29.98,29.94,29.84,29.59,29.05,28.02,26.21,23.34,19.19,13.73,7.18,0.00
22,1000.00,773.01,564.94,390.16,255.71,161.10,100.28,64.63,45.61,36.41,32.39,30.80,30.24,30.06,30.01,29.98,29.93,29.80,29.52,28.93,27.83,25.95,23.02,18.86,13.46,7.02,0.00
23,1000.00,777.74,573.26,400.24,265.67,169.55,106.57,68.79,48.07,37.70,33.00,31.06,30.33,30.09,30.01,29.97,29.91,29.76,29.44,28.80,27.63,25.68,22.71,18.55,13.20,6.87,0.00
24,1000.00,782.19,581.13,409.85,275.28,177.84,112.87,73.05,50.66,39.12,33.69,31.36,30.45,30.13,30.02,29.97,29.89,29.72,29.36,28.67,27.44,25.43,22.41,18.25,12.95,6.74,0.00
25,1000.00,786.37,588.57,419.03,284.56,185.96,119.16,77.41,53.37,40.64,34.46,31.72,30.60,30.19,30.04,29.96,29.87,29.67,29.28,28.53,27.24,25.18,22.13,17.97,12.72,6.61,0.00
26,1000.00,790.33,595.64,427.80,293.53,193.91,125.42,81.84,56.20,42.28,35.32,32.12,30.78,30.25,30.06,29.96,29.84,29.62,29.19,28.40,27.05,24.93,21.85,17.70,12.51,6.48,0.00
27,1000.00,794.08,602.35,436.19,302.19,201.69,131.65,86.32,59.13,44.02,36.26,32.59,30.98,30.33,30.08,29.95,29.81,29.57,29.10,28.26,26.86,24.69,21.58,17.44,12.30,6.37,0.00
28,1000.00,797.63,608.74,444.23,310.57,209.30,137.83,90.85,62.15,45.86,37.28,33.10,31.22,30.43,30.11,29.95,29.79,29.51,29.01,28.12,26.67,24.45,21.32,17.19,12.10,6.26,0.00
29,1000.00,801.00,614.84,451.94,318.67,216.75,143.95,95.42,65.25,47.79,38.38,33.68,31.49,30.55,30.15,29.95,29.76,29.45,28.91,27.98,26.48,24.22,21.07,16.95,11.91,6.15,0.00
30,1000.00,804.21,620.65,459.35,326.51,224.03,150.02,100.01,68.43,49.80,39.56,34.31,31.80,30.69,30.20,29.95,29.73,29.39,28.81,27.84,26.29,24.00,20.83,16.72,11.73,6.06,0.00
31,1000.00,807.27,626.22,466.46,334.10,231.15,156.02,104.62,71.67,51.90,40.81,34.99,32.15,30.84,30.26,29.96,29.70,29.33,28.71,27.69,26.10,23.78,20.59,16.50,11.56,5.96,0.00
32,1000.00,810.19,631.54,473.31,341.45,238.10,161.95,109.23,74.96,54.07,42.13,35.74,32.53,31.02,30.33,29.97,29.67,29.27,28.61,27.55,25.92,23.56,20.37,16.29,11.40,5.87,0.00
33,1000.00,812.98,636.64,479.90,348.58,244.90,167.81,113.84,78.31,56.31,43.51,36.53,32.96,31.23,30.41,29.99,29.65,29.21,28.51,27.41,25.74,23.35,20.15,16.09,11.24,5.78,0.00
34,1000.00,815.65,641.54,486.26,355.49,251.55,173.59,118.45,81.69,58.61,44.97,37.38,33.42,31.46,30.51,30.01,29.62,29.14,28.41,27.27,25.56,23.15,19.93,15.89,11.09,5.70,0.00
35,1000.00,818.21,646.25,492.39,362.20,258.04,179.30,123.05,85.11,60.97,46.48,38.29,33.92,31.71,30.62,30.04,29.60,29.08,28.31,27.13,25.38,22.95,19.73,15.70,10.94,5.62,0.00
36,1000.00,820.67,650.77,498.30,368.71,264.40,184.92,127.62,88.56,63.38,48.05,39.24,34.46,31.99,30.75,30.07,29.58,29.02,28.21,26.99,25.21,22.75,19.52,15.52,10.80,5.55,0.00
37,1000.00,823.03,655.13,504.02,375.03,270.60,190.47,132.18,92.03,65.84,49.68,40.25,35.04,32.30,30.89,30.12,29.56,28.95,28.10,26.85,25.04,22.56,19.33,15.34,10.67,5.47,0.00
38,1000.00,825.30,659.33,509.55,381.17,276.68,195.93,136.71,95.52,68.35,51.37,41.31,35.66,32.63,31.05,30.17,29.55,28.89,28.00,26.71,24.87,22.37,19.14,15.17,10.54,5.40,0.00
39,1000.00,827.48,663.38,514.90,387.14,282.61,201.31,141.22,99.03,70.90,53.10,42.41,36.31,32.99,31.23,30.24,29.54,28.83,27.90,26.57,24.71,22.19,18.95,15.00,10.41,5.34,0.00
40,1000.00,829.58,667.28,520.08,392.95,288.42,206.61,145.69,102.54,73.48,54.88,43.56,37.01,33.38,31.42,30.31,29.54,28.78,27.80,26.44,24.54,22.01,18.78,14.84,10.29,5.27,0.00
41,1000.00,831.61,671.06,525.10,398.60,294.10,211.84,150.14,106.07,76.09,56.70,44.75,37.74,33.80,31.63,30.39,29.54,28.72,27.71,26.31,24.38,21.83,18.60,14.69,10.17,5.21,0.00
42,1000.00,833.57,674.71,529.96,404.10,299.66,216.98,154.54,109.59,78.74,58.56,45.98,38.51,34.24,31.86,30.49,29.55,28.67,27.61,26.17,24.23,21.66,18.43,14.54,10.06,5.15,0.00
43,1000.00,835.46,678.24,534.68,409.46,305.10,222.04,158.91,113.12,81.41,60.46,47.26,39.31,34.71,32.11,30.60,29.57,28.63,27.52,26.05,24.07,21.50,18.27,14.39,9.95,5.09,0.00
44,1000.00,837.29,681.65,539.26,414.67,310.42,227.02,163.25,116.64,84.10,62.40,48.57,40.15,35.21,32.39,30.72,29.59,28.58,27.43,25.92,23.92,21.33,18.10,14.25,9.85,5.03,0.00
45,1000.00,839.06,684.97,543.71,419.76,315.64,231.93,167.54,120.15,86.81,64.36,49.92,41.02,35.74,32.68,30.85,29.62,28.55,27.34,25.80,23.77,21.17,17.95,14.11,9.74,4.98,0.00
46,1000.00,840.77,688.18,548.04,424.72,320.74,236.76,171.79,123.66,89.53,66.36,51.31,41.92,36.29,32.99,31.00,29.66,28.51,27.26,25.68,23.63,21.02,17.80,13.98,9.64,4.92,0.00
47,1000.00,842.43,691.29,552.24,429.55,325.74,241.51,176.00,127.16,92.27,68.39,52.73,42.86,36.87,33.32,31.16,29.71,28.49,27.18,25.56,23.49,20.86,17.65,13.85,9.55,4.87,0.00
48,1000.00,844.04,694.31,556.33,434.27,330.64,246.19,180.17,130.65,95.03,70.45,54.18,43.83,37.48,33.67,31.34,29.77,28.46,27.10,25.45,23.35,20.72,17.50,13.72,9.45,4.82,0.00
49,1000.00,845.60,697.25,560.31,438.88,335.43,250.80,184.29,134.12,97.79,72.52,55.66,44.83,38.12,34.04,31.53,29.83,28.45,27.03,25.34,23.22,20.57,17.36,13.60,9.36,4.78,0.00
50,1000.00,847.11,700.10,564.19,443.37,340.13,255.33,188.38,137.58,100.56,74.62,57.17,45.86,38.77,34.43,31.73,29.91,28.44,26.96,25.23,23.08,20.43,17.22,13.48,9.28,4.73,0.00
51,1000.00,848.58,702.88,567.96,447.77,344.74,259.79,192.42,141.02,103.33,76.74,58.70,46.91,39.46,34.84,31.95,30.00,28.44,26.90,25.13,22.96,20.29,17.09,13.37,9.19,4.68,0.00
52,1000.00,850.01,705.57,571.64,452.06,349.26,264.19,196.41,144.45,106.11,78.88,60.27,48.00,40.17,35.27,32.19,30.10,28.44,26.84,25.03,22.83,20.16,16.96,13.25,9.11,4.64,0.00
53,1000.00,851.40,708.20,575.23,456.26,353.69,268.51,200.36,147.85,108.88,81.03,61.85,49.11,40.90,35.73,32.43,30.20,28.45,26.79,24.93,22.71,20.03,16.83,13.14,9.03,4.60,0.00
54,1000.00,852.75,710.76,578.73,460.36,358.04,272.77,204.27,151.24,111.66,83.20,63.46,50.24,41.66,36.20,32.70,30.32,28.48,26.74,24.84,22.60,19.90,16.71,13.04,8.95,4.56,0.00
55,1000.00,854.06,713.25,582.14,464.37,362.30,276.96,208.14,154.60,114.44,85.38,65.09,51.40,42.44,36.69,32.98,30.46,28.50,26.70,24.75,22.48,19.78,16.59,12.93,8.87,4.51,0.00
56,1000.00,855.34,715.68,585.48,468.30,366.48,281.09,211.96,157.95,117.22,87.57,66.74,52.58,43.24,37.20,33.28,30.60,28.54,26.66,24.67,22.37,19.66,16.47,12.83,8.80,4.48,0.00
57,1000.00,856.59,718.04,588.73,472.14,370.59,285.16,215.74,161.27,119.99,89.78,68.41,53.79,44.07,37.73,33.59,30.75,28.59,26.64,24.60,22.27,19.54,16.36,12.73,8.73,4.44,0.00
58,1000.00,857.81,720.35,591.91,475.90,374.62,289.16,219.48,164.57,122.76,91.99,70.10,55.01,44.91,38.28,33.91,30.92,28.64,26.61,24.52,22.17,19.43,16.25,12.64,8.66,4.40,0.00
59,1000.00,858.99,722.61,595.02,479.58,378.57,293.10,223.17,167.84,125.52,94.21,71.80,56.26,45.78,38.85,34.26,31.10,28.70,26.60,24.46,22.07,19.32,16.14,12.54,8.59,4.36,0.00
60,1000.00,860.15,724.81,598.06,483.19,382.46,296.99,226.82,171.09,128.27,96.43,73.52,57.52,46.67,39.43,34.61,31.29,28.78,26.59,24.40,21.98,19.21,16.03,12.45,8.52,4.33,0.00
61,1000.00,861.27,726.95,601.03,486.72,386.27,300.81,230.43,174.32,131.02,98.66,75.25,58.81,47.57,40.04,34.99,31.49,28.86,26.59,24.34,21.89,19.11,15.93,12.37,8.46,4.29,0.00
62,1000.00,862.38,729.05,603.93,490.19,390.02,304.58,234.00,177.52,133.75,100.90,76.99,60.11,48.50,40.66,35.38,31.71,28.95,26.59,24.29,21.81,19.01,15.84,12.28,8.39,4.26,0.00
63,1000.00,863.45,731.10,606.78,493.58,393.70,308.30,237.53,180.70,136.48,103.13,78.75,61.43,49.44,41.30,35.78,31.93,29.05,26.61,24.25,21.73,18.92,15.74,12.20,8.33,4.23,0.00
64,1000.00,864.50,733.11,609.56,496.91,397.32,311.96,241.01,183.85,139.20,105.37,80.51,62.76,50.40,41.95,36.20,32.17,29.16,26.63,24.21,21.65,18.83,15.65,12.12,8.27,4.20,0.00
65,1000.00,865.53,735.07,612.28,500.18,400.88,315.56,244.46,186.98,141.91,107.62,82.29,64.11,51.38,42.63,36.63,32.43,29.28,26.65,24.17,21.59,18.74,15.56,12.04,8.21,4.17,0.00
66,1000.00,866.53,736.99,614.95,503.38,404.37,319.11,247.86,190.08,144.60,109.86,84.08,65.47,52.37,43.32,37.08,32.69,29.41,26.69,24.15,21.52,18.66,15.47,11.96,8.16,4.14,0.00
67,1000.00,867.51,738.86,617.57,506.52,407.81,322.62,251.23,193.16,147.28,112.10,85.87,66.85,53.38,44.02,37.54,32.97,29.55,26.73,24.13,21.46,18.58,15.39,11.89,8.10,4.11,0.00
68,1000.00,868.47,740.70,620.13,509.60,411.19,326.07,254.56,196.21,149.96,114.34,87.67,68.24,54.41,44.74,38.02,33.26,29.70,26.79,24.11,21.41,18.50,15.31,11.82,8.05,4.08,0.00
69,1000.00,869.41,742.50,622.64,512.63,414.51,329.47,257.85,199.23,152.61,116.58,89.48,69.64,55.45,45.48,38.51,33.56,29.86,26.85,24.10,21.36,18.43,15.24,11.75,8.00,4.05,0.00
70,1000.00,870.33,744.26,625.10,515.60,417.78,332.83,261.10,202.23,155.26,118.81,91.29,71.05,56.50,46.23,39.01,33.87,30.03,26.91,24.10,21.31,18.36,15.16,11.68,7.95,4.03,0.00
71,1000.00,871.23,745.99,627.52,518.52,421.00,336.13,264.31,205.21,157.89,121.04,93.11,72.48,57.57,46.99,39.53,34.20,30.21,26.99,24.11,21.27,18.30,15.09,11.62,7.90,4.00,0.00
72,1000.00,872.11,747.68,629.89,521.39,424.16,339.39,267.49,208.15,160.51,123.27,94.94,73.91,58.65,47.77,40.06,34.53,30.40,27.08,24.12,21.24,18.24,15.03,11.56,7.86,3.98,0.00
73,1000.00,872.98,749.34,632.21,524.21,427.28,342.61,270.63,211.08,163.11,125.50,96.76,75.35,59.75,48.57,40.61,34.88,30.60,27.17,24.14,21.21,18.19,14.96,11.50,7.81,3.95,0.00
74,1000.00,873.82,750.97,634.49,526.98,430.34,345.78,273.74,213.97,165.70,127.72,98.59,76.80,60.85,49.37,41.17,35.25,30.82,27.27,24.16,21.19,18.14,14.90,11.44,7.77,3.93,0.00
75,1000.00,874.65,752.56,636.73,529.70,433.36,348.91,276.81,216.85,168.27,129.93,100.43,78.26,61.97,50.19,41.74,35.62,31.04,27.38,24.20,21.17,18.09,14.85,11.39,7.73,3.91,0.00
76,1000.00,875.47,754.13,638.93,532.37,436.33,352.00,279.84,219.69,170.83,132.14,102.26,79.73,63.10,51.02,42.32,36.00,31.27,27.50,24.24,21.16,18.05,14.79,11.34,7.69,3.89,0.00
77,1000.00,876.27,755.66,641.09,535.00,439.26,355.04,282.85,222.52,173.37,134.34,104.10,81.21,64.24,51.87,42.92,36.40,31.51,27.62,24.28,21.15,18.01,14.74,11.29,7.65,3.86,0.00
78,1000.00,877.05,757.17,643.21,537.59,442.14,358.05,285.81,225.31,175.90,136.54,105.94,82.69,65.39,52.72,43.52,36.81,31.76,27.76,24.33,21.15,17.98,14.70,11.24,7.61,3.85,0.00
79,1000.00,877.82,758.65,645.30,540.13,444.98,361.01,288.75,228.08,178.41,138.73,107.78,84.17,66.55,53.59,44.14,37.22,32.02,27.90,24.39,21.15,17.95,14.65,11.20,7.58,3.83,0.00
80,1000.00,878.57,760.10,647.34,542.64,447.78,363.94,291.65,230.83,180.91,140.91,109.61,85.67,67.71,54.47,44.78,37.65,32.29,28.06,24.46,21.16,17.93,14.62,11.16,7.55,3.81,0.00
81,1000.00,879.31,761.53,649.36,545.10,450.53,366.83,294.52,233.56,183.39,143.09,111.45,87.17,68.89,55.36,45.42,38.09,32.57,28.22,24.53,21.18,17.91,14.58,11.12,7.51,3.79,0.00
82,1000.00,880.04,762.93,651.34,547.52,453.25,369.67,297.35,236.25,185.86,145.25,113.29,88.67,70.08,56.25,46.07,38.54,32.86,28.39,24.62,21.20,17.89,14.55,11.08,7.48,3.77,0.00
83,1000.00,880.75,764.31,653.28,549.91,455.92,372.49,300.16,238.93,188.31,147.41,115.12,90.18,71.27,57.16,46.74,39.01,33.16,28.56,24.70,21.23,17.88,14.52,11.05,7.46,3.76,0.00
84,1000.00,881.45,765.66,655.19,552.25,458.56,375.26,302.93,241.58,190.74,149.56,116.96,91.69,72.47,58.08,47.41,39.48,33.47,28.75,24.80,21.26,17.88,14.49,11.02,7.43,3.74,0.00
85,1000.00,882.14,766.99,657.08,554.57,461.16,378.01,305.68,244.21,193.16,151.71,118.79,93.20,73.68,59.01,48.10,39.96,33.79,28.94,24.90,21.30,17.88,14.47,10.99,7.41,3.73,0.00
86,1000.00,882.82,768.30,658.93,556.84,463.72,380.71,308.39,246.81,195.56,153.84,120.62,94.72,74.89,59.95,48.79,40.45,34.12,29.15,25.01,21.34,17.88,14.45,10.96,7.38,3.72,0.00
87,1000.00,883.49,769.59,660.75,559.08,466.25,383.38,311.08,249.39,197.94,155.96,122.45,96.24,76.11,60.89,49.50,40.95,34.46,29.36,25.13,21.40,17.89,14.44,10.94,7.36,3.70,0.00
88,1000.00,884.14,770.85,662.54,561.29,468.74,386.02,313.73,251.95,200.31,158.08,124.28,97.76,77.34,61.85,50.21,41.47,34.81,29.58,25.25,21.45,17.90,14.43,10.92,7.34,3.69,0.00
89,1000.00,884.78,772.10,664.31,563.47,471.20,388.63,316.36,254.49,202.66,160.19,126.10,99.28,78.57,62.81,50.93,41.99,35.16,29.80,25.38,21.51,17.92,14.42,10.90,7.32,3.68,0.00
90,1000.00,885.42,773.32,666.04,565.61,473.62,391.21,318.96,257.00,205.00,162.28,127.92,100.81,79.81,63.78,51.67,42.52,35.53,30.04,25.52,21.58,17.94,14.41,10.89,7.31,3.67,0.00
91,1000.00,886.04,774.53,667.76,567.72,476.02,393.75,321.53,259.49,207.32,164.37,129.73,102.34,81.05,64.76,52.41,43.06,35.90,30.28,25.67,21.66,17.97,14.42,10.87,7.29,3.66,0.00
92,1000.00,886.65,775.71,669.44,569.80,478.38,396.26,324.08,261.96,209.63,166.45,131.54,103.86,82.30,65.75,53.16,43.61,36.29,30.53,25.82,21.74,18.00,14.42,10.86,7.28,3.65,0.00
93,1000.00,887.25,776.88,671.10,571.86,480.70,398.74,326.59,264.40,211.91,168.52,133.35,105.39,83.55,66.74,53.92,44.17,36.68,30.79,25.98,21.82,18.04,14.43,10.86,7.27,3.65,0.00
94,1000.00,887.85,778.03,672.73,573.88,483.00,401.20,329.08,266.83,214.19,170.57,135.15,106.92,84.81,67.74,54.68,44.73,37.08,31.06,26.14,21.92,18.08,14.44,10.85,7.26,3.64,0.00
95,1000.00,888.43,779.16,674.34,575.87,485.27,403.62,331.55,269.23,216.44,172.62,136.95,108.45,86.07,68.74,55.46,45.31,37.49,31.34,26.32,22.01,18.13,14.45,10.85,7.25,3.64,0.00
96,1000.00,889.00,780.27,675.93,577.84,487.51,406.01,333.99,271.61,218.69,174.66,138.74,109.98,87.33,69.75,56.24,45.89,37.90,31.62,26.50,22.12,18.18,14.47,10.85,7.25,3.63,0.00
97,1000.00,889.57,781.37,677.49,579.78,489.72,408.38,336.40,273.98,220.91,176.69,140.53,111.51,88.60,70.77,57.03,46.48,38.33,31.91,26.68,22.23,18.24,14.49,10.86,7.25,3.63,0.00
98,1000.00,890.13,782.45,679.03,581.69,491.90,410.72,338.79,276.32,223.12,178.70,142.31,113.04,89.87,71.79,57.83,47.08,38.76,32.21,26.88,22.34,18.30,14.52,10.86,7.24,3.63,0.00
99,1000.00,890.68,783.52,680.55,583.58,494.05,413.03,341.15,278.64,225.32,180.71,144.09,114.56,91.14,72.82,58.63,47.69,39.20,32.51,27.08,22.47,18.37,14.55,10.87,7.24,3.62,0.00
100,1000.00,891.22,784.57,682.05,585.44,496.18,415.32,343.49,280.93,227.49,182.71,145.87,116.09,92.42,73.85,59.44,48.30,39.65,32.83,27.28,22.59,18.44,14.59,10.89,7.25,3.62,0.00
101,1000.00,891.75,785.60,683.53,587.28,498.28,417.58,345.81,283.21,229.66,184.69,147.63,117.62,93.70,74.89,60.26,48.93,40.11,33.15,27.50,22.73,18.51,14.62,10.90,7.25,3.62,0.00
102,1000.00,892.27,786.62,684.98,589.09,500.35,419.81,348.10,285.47,231.81,186.67,149.39,119.14,94.97,75.94,61.09,49.56,40.57,33.47,27.72,22.87,18.59,14.67,10.92,7.26,3.62,0.00
103,1000.00,892.79,787.62,686.42,590.88,502.40,422.02,350.37,287.71,233.94,188.63,151.15,120.66,96.26,76.98,61.92,50.19,41.04,33.81,27.94,23.01,18.68,14.71,10.94,7.26,3.63,0.00
104,1000.00,893.30,788.61,687.83,592.64,504.43,424.20,352.62,289.93,236.06,190.59,152.90,122.18,97.54,78.03,62.75,50.84,41.52,34.15,28.18,23.16,18.77,14.76,10.96,7.27,3.63,0.00
105,1000.00,893.80,789.59,689.23,594.39,506.42,426.36,354.84,292.14,238.16,192.53,154.64,123.70,98.82,79.09,63.59,51.49,42.01,34.50,28.42,23.32,18.87,14.81,10.99,7.28,3.63,0.00
106,1000.00,894.30,790.55,690.61,596.11,508.40,428.50,357.05,294.32,240.25,194.47,156.38,125.22,100.11,80.15,64.44,52.14,42.50,34.86,28.66,23.48,18.97,14.87,11.02,7.30,3.64,0.00
107,1000.00,894.79,791.51,691.97,597.81,510.35,430.61,359.23,296.48,242.32,196.39,158.11,126.73,101.40,81.21,65.29,52.81,43.00,35.22,28.92,23.65,19.07,14.93,11.05,7.31,3.64,0.00
108,1000.00,895.27,792.44,693.31,599.48,512.28,432.70,361.39,298.63,244.38,198.30,159.84,128.24,102.68,82.28,66.15,53.48,43.51,35.59,29.17,23.82,19.18,15.00,11.09,7.33,3.65,0.00
109,1000.00,895.75,793.37,694.64,601.14,514.19,434.77,363.53,300.76,246.42,200.20,161.55,129.75,103.97,83.35,67.01,54.15,44.02,35.96,29.44,24.00,19.29,15.06,11.13,7.35,3.66,0.00
110,1000.00,896.21,794.28,695.95,602.78,516.07,436.81,365.64,302.86,248.45,202.10,163.27,131.26,105.26,84.42,67.88,54.83,44.54,36.35,29.71,24.18,19.41,15.14,11.17,7.37,3.67,0.00
111,1000.00,896.68,795.18,697.24,604.39,517.93,438.83,367.74,304.96,250.47,203.98,164.97,132.76,106.55,85.50,68.76,55.52,45.07,36.74,29.99,24.37,19.54,15.21,11.21,7.39,3.68,0.00
112,1000.00,897.13,796.07,698.51,605.99,519.77,440.84,369.82,307.03,252.47,205.85,166.67,134.26,107.84,86.57,69.63,56.22,45.60,37.13,30.27,24.57,19.66,15.29,11.26,7.42,3.69,0.00
113,1000.00,897.58,796.95,699.77,607.57,521.59,442.82,371.88,309.09,254.45,207.71,168.36,135.76,109.13,87.65,70.51,56.92,46.14,37.53,30.56,24.77,19.80,15.38,11.31,7.44,3.70,0.00
114,1000.00,898.03,797.81,701.01,609.12,523.39,444.77,373.91,311.13,256.42,209.56,170.05,137.25,110.42,88.74,71.40,57.62,46.68,37.94,30.85,24.97,19.93,15.46,11.36,7.47,3.71,0.00
115,1000.00,898.47,798.67,702.24,610.66,525.17,446.71,375.93,313.15,258.38,211.40,171.73,138.74,111.71,89.82,72.29,58.33,47.23,38.35,31.16,25.18,20.08,15.56,11.41,7.50,3.72,0.00
116,1000.00,898.90,799.51,703.45,612.18,526.93,448.63,377.93,315.15,260.33,213.23,173.40,140.23,112.99,90.91,73.18,59.04,47.79,38.77,31.46,25.40,20.22,15.65,11.47,7.54,3.74,0.00
117,1000.00,899.33,800.34,704.65,613.69,528.67,450.53,379.91,317.14,262.26,215.04,175.06,141.71,114.28,92.00,74.08,59.76,48.35,39.20,31.77,25.62,20.37,15.75,11.53,7.57,3.75,0.00
118,1000.00,899.75,801.17,705.83,615.17,530.39,452.41,381.87,319.11,264.18,216.85,176.72,143.19,115.57,93.09,74.98,60.49,48.91,39.63,32.09,25.85,20.53,15.85,11.60,7.61,3.77,0.00
119,1000.00,900.17,801.98,707.00,616.64,532.09,454.27,383.82,321.07,266.08,218.65,178.37,144.67,116.86,94.18,75.89,61.22,49.49,40.07,32.42,26.08,20.69,15.96,11.66,7.64,3.79,0.00
120,1000.00,900.58,802.78,708.16,618.09,533.77,456.11,385.74,323.01,267.97,220.44,180.02,146.14,118.14,95.28,76.79,61.95,50.06,40.51,32.74,26.32,20.85,16.07,11.73,7.68,3.80,0.00
121,1000.00,900.98,803.57,709.30,619.53,535.44,457.94,387.65,324.93,269.85,222.21,181.65,147.61,119.42,96.37,77.70,62.69,50.65,40.96,33.08,26.56,21.02,16.18,11.80,7.73,3.82,0.00
122,1000.00,901.39,804.36,710.42,620.95,537.09,459.74,389.54,326.84,271.71,223.98,183.28,149.07,120.71,97.47,78.62,63.43,51.24,41.41,33.42,26.80,21.20,16.30,11.88,7.77,3.84,0.00
